RecordId,Address,Zip_Original,Species,Diameter,Condition,Wires,Sidewalk_Condition,Support_Structure,Borough,Longitude,Latitude,Zip_New,CensusTract_2010,CensusBlock_2010,SegmentID,Spc_Common,Spc_Latin,Location
80,80 N MOORE ST,10013,ACPL,6,Poor,None,Good,None,Manhattan,-74.010532,40.720159,10013,39,2001,31567,"MAPLE, NORWAY",ACER PLATANOIDES,"(40.720159, -74.010532)"
81,80 N MOORE ST,10013,ACPL,8,Poor,None,Good,None,Manhattan,-74.010532,40.720159,10013,39,2001,31567,"MAPLE, NORWAY",ACER PLATANOIDES,"(40.720159, -74.010532)"
82,80 N MOORE ST,10013,ACPL,7,Poor,None,Good,None,Manhattan,-74.010532,40.720159,10013,39,2001,31567,"MAPLE, NORWAY",ACER PLATANOIDES,"(40.720159, -74.010532)"
83,80 N MOORE ST,10013,FRPE,6,Excellent,None,Good,None,Manhattan,-74.010532,40.720159,10013,39,2001,31567,"ASH, GREEN",FRAXINUS PENNSYLVANICA,"(40.720159, -74.010532)"
84,105 DUANE ST,10007,OSVI,4,Excellent,None,Good,None,Manhattan,-74.006097,40.715544,10007,33,1010,23406,EASTERN HOP HORNBEAM,OSTRYA VIRGINIANA,"(40.715544, -74.006097)"
85,105 DUANE ST,10007,OSVI,4,Good,None,Good,None,Manhattan,-74.006097,40.715544,10007,33,1010,23406,EASTERN HOP HORNBEAM,OSTRYA VIRGINIANA,"(40.715544, -74.006097)"
86,105 DUANE ST,10007,OSVI,4,Poor,None,Good,None,Manhattan,-74.006097,40.715544,10007,33,1010,23406,EASTERN HOP HORNBEAM,OSTRYA VIRGINIANA,"(40.715544, -74.006097)"
87,105 DUANE ST,10007,OSVI,4,Good,None,Good,None,Manhattan,-74.006097,40.715544,10007,33,1010,23406,EASTERN HOP HORNBEAM,OSTRYA VIRGINIANA,"(40.715544, -74.006097)"
88,105 DUANE ST,10007,OSVI,4,Excellent,None,Good,None,Manhattan,-74.006097,40.715544,10007,33,1010,23406,EASTERN HOP HORNBEAM,OSTRYA VIRGINIANA,"(40.715544, -74.006097)"
89,105 DUANE ST,10007,OSVI,4,Good,None,Good,None,Manhattan,-74.006097,40.715544,10007,33,1010,23406,EASTERN HOP HORNBEAM,OSTRYA VIRGINIANA,"(40.715544, -74.006097)"
90,105 DUANE ST,10007,OSVI,3,Excellent,None,Good,None,Manhattan,-74.006097,40.715544,10007,33,1010,23406,EASTERN HOP HORNBEAM,OSTRYA VIRGINIANA,"(40.715544, -74.006097)"
91,350B HUDSON ST,10014,PYCA,3,Good,None,Good,None,Manhattan,-74.007293,40.727495,10014,37,2004,31914,"PEAR, CALLERY",PYRUS CALLERYANA,"(40.727495, -74.007293)"
94,335 GREENWICH ST,10013,PYCA,3,Poor,None,Good,Stakes / Wires,Manhattan,-74.010556,40.718,10013,39,4007,31539,"PEAR, CALLERY",PYRUS CALLERYANA,"(40.718, -74.010556)"
95,33 THOMAS ST,10013,OSVI,4,Excellent,None,Good,None,Manhattan,-74.006176,40.716304,10007,33,1007,31772,EASTERN HOP HORNBEAM,OSTRYA VIRGINIANA,"(40.716304, -74.006176)"
213,101 BARCLAY ST,10007,GIBI,5,Dead,None,Good,None,Manhattan,-74.011889,40.71374,10007,21,2006,23238,GINKGO,GINKGO BILOBA,"(40.71374, -74.011889)"
96,33 THOMAS ST,10013,OSVI,3,Excellent,None,Good,None,Manhattan,-74.006176,40.716304,10007,33,1007,31772,EASTERN HOP HORNBEAM,OSTRYA VIRGINIANA,"(40.716304, -74.006176)"
97,33 THOMAS ST,10013,OSVI,3,Good,None,Good,None,Manhattan,-74.006176,40.716304,10007,33,1007,31772,EASTERN HOP HORNBEAM,OSTRYA VIRGINIANA,"(40.716304, -74.006176)"
98,335 GREENWICH ST,10013,PYCA,2,Poor,None,Good,Stakes / Wires,Manhattan,-74.010556,40.718,10013,39,4007,31539,"PEAR, CALLERY",PYRUS CALLERYANA,"(40.718, -74.010556)"
99,33 THOMAS ST,10013,OSVI,4,Good,None,Good,None,Manhattan,-74.006176,40.716304,10007,33,1007,31772,EASTERN HOP HORNBEAM,OSTRYA VIRGINIANA,"(40.716304, -74.006176)"
100,335 GREENWICH ST,10013,PYCA,5,Excellent,None,Good,None,Manhattan,-74.010556,40.718,10013,39,4007,31539,"PEAR, CALLERY",PYRUS CALLERYANA,"(40.718, -74.010556)"
101,335 GREENWICH ST,10013,PYCA,4,Excellent,None,Good,None,Manhattan,-74.010556,40.718,10013,39,4007,31539,"PEAR, CALLERY",PYRUS CALLERYANA,"(40.718, -74.010556)"
102,335 GREENWICH ST,10013,PYCA,4,Excellent,None,Good,None,Manhattan,-74.010556,40.718,10013,39,4007,31539,"PEAR, CALLERY",PYRUS CALLERYANA,"(40.718, -74.010556)"
103,335 GREENWICH ST,10013,PYCA,4,Excellent,None,Good,None,Manhattan,-74.010556,40.718,10013,39,4007,31539,"PEAR, CALLERY",PYRUS CALLERYANA,"(40.718, -74.010556)"
104,323A GREENWICH ST,10013,GLTR,2,Good,None,Good,None,Manhattan,-74.010694,40.717461,10013,39,4010,31538,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.717461, -74.010694)"
105,52 DUANE ST,10007,GIBI,4,Poor,None,Good,None,Manhattan,-74.003786,40.714405,10007,31,1015,23568,GINKGO,GINKGO BILOBA,"(40.714405, -74.003786)"
106,323A GREENWICH ST,10013,GLTR,3,Excellent,None,Good,None,Manhattan,-74.010694,40.717461,10013,39,4010,31538,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.717461, -74.010694)"
107,323A GREENWICH ST,10013,GLTR,11,Excellent,None,Good,None,Manhattan,-74.010694,40.717461,10013,39,4010,31538,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.717461, -74.010694)"
108,323A GREENWICH ST,10013,GLTR,5,Excellent,None,Good,None,Manhattan,-74.010694,40.717461,10013,39,4010,31538,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.717461, -74.010694)"
109,323A GREENWICH ST,10013,GLTR,11,Excellent,None,Good,None,Manhattan,-74.010694,40.717461,10013,39,4010,31538,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.717461, -74.010694)"
110,323A GREENWICH ST,10013,GLTR,11,Excellent,None,Good,None,Manhattan,-74.010694,40.717461,10013,39,4010,31538,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.717461, -74.010694)"
111,323A GREENWICH ST,10013,GLTR,14,Excellent,None,Good,None,Manhattan,-74.010694,40.717461,10013,39,4010,31538,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.717461, -74.010694)"
112,323A GREENWICH ST,10013,GLTR,11,Excellent,None,Good,None,Manhattan,-74.010694,40.717461,10013,39,4010,31538,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.717461, -74.010694)"
113,323A GREENWICH ST,10013,GLTR,10,Excellent,None,Good,None,Manhattan,-74.010694,40.717461,10013,39,4010,31538,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.717461, -74.010694)"
114,323A GREENWICH ST,10013,GLTR,10,Excellent,None,Good,None,Manhattan,-74.010694,40.717461,10013,39,4010,31538,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.717461, -74.010694)"
115,323A GREENWICH ST,10013,GLTR,12,Excellent,None,Good,None,Manhattan,-74.010694,40.717461,10013,39,4010,31538,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.717461, -74.010694)"
116,323A GREENWICH ST,10013,GLTR,12,Excellent,None,Good,None,Manhattan,-74.010694,40.717461,10013,39,4010,31538,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.717461, -74.010694)"
140,49 CHAMBERS ST,10007,GLTR,5,Good,None,Good,None,Manhattan,-74.005362,40.713746,10007,31,1017,23408,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.713746, -74.005362)"
117,323A GREENWICH ST,10013,GLTR,10,Excellent,None,Good,None,Manhattan,-74.010694,40.717461,10013,39,4010,31538,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.717461, -74.010694)"
118,323A GREENWICH ST,10013,GLTR,12,Excellent,None,Good,None,Manhattan,-74.010694,40.717461,10013,39,4010,31538,HONEYLOCUST,GLEDITSIA TRIACANTHOS,"(40.717461, -74.010694)"
119,2 LAFAYETTE ST,10007,PLAC,4,Good,None,Good,None,Manhattan,-74.003618,40.71364,10007,31,1015,23561,LONDON PLANETREE,PLATANUS ACERIFOLIA,"(40.71364, -74.003618)"
120,2 LAFAYETTE ST,10007,PLAC,7,Good,None,Good,None,Manhattan,-74.003618,40.71364,10007,31,1015,23561,LONDON PLANETREE,PLATANUS ACERIFOLIA,"(40.71364, -74.003618)"
121,311 GREENWICH ST,10013,PYCA,7,Excellent,None,Good,None,Manhattan,-74.010861,40.716795,10013,21,2000,31537,"PEAR, CALLERY",PYRUS CALLERYANA,"(40.716795, -74.010861)"
